,HotelName,HotelAddress,HotelRating,ReviewDate,ReviewRating,ReviewTitle,ReviewText
415,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-08,10.0,조음,주차장에 차가 넘쳐서 주차불편함
416,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-08,10.0,역시나!,이번에도 역시나 친절한 응대 감사드립니다. 방역과 청결에 신경써주셔서 감사합니다!
417,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-08,10.0,대학로 근처 최고의 숙소,작년에 가보고 좋았던 기억에 이번에는 가족과 함께 묵게 되었어요. 접근성도 시설도 참 깨끗해서 좋아요. 주차가 만차라 잠시 혼란스러웠으나 직원분께서 기계주차도 너무 친절하게 해주셨어요. 대학로 근처에서 이만한 숙소는 찾기 힘들것 같아요. 재방문의사 있어요!
418,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-08,10.0,만족만족,대학로쪽에 자주 가서 한번 가보고 싶다고 생각했는데 마침 저렴한 가격으로 나와서 가보게 되었어요. 생긴지 얼마 안된 호텔답게 깨끗한게 정말 마음에 들었구요. 객실도 넓어서 좋았습니다. 이 가격에 이만한 시설은 잘 없을 듯 하네요.
419,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-08,8.0,대학로 인근 편해요,주차도 어려운데 대학로 인근 일볼때면 주차할겸 잠깐 쉴겸 편한것 같습니다. 호텔내 룸서비스 등이 없어져셔 아쉽지만 여러모로 편하고 깨끗합니다.
420,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-08,10.0,언제나 친절하고 마음편한 숙소,한달에 일주일정도씩 묶고있는데 여기를 접한 순간 다른 곳을 못갈정도로 좋아요!
421,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-07,8.0,Good,주차는 최악 다른건 soso입니다 수압은 짱 시내놀기에 좋습니다
422,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-07,8.6,새로 지었는지 깔끔하네요.,"신축 또는 인테리어 재공사를 했는지 예상보다 내부가 깔끔했고, 가격대비 만족했습니다. 다만 건평 때문인지 지하 주차장이 협소해서 주차에 고생을 좀 했고요, 자가 이용자는 상관없겠지만 대중교통 이용자는 위치가 좀 애매해서 찾아오는 데 좀 고생할 듯하고요, 룸서비스 오는 직원은 추가 교육이 좀 필요할 듯싶습니다. 고객이 먼저 시비를 건 것도 아닌데, 굳이 고객 마음 불편하게 하는 발언을 나서서 할 필요는 없을 것 같네요."
423,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-07,10.0,오라카이 대학로,오라카이 대학로 호텔 좋아요
424,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-07,8.0,깔끔하고 친절한 호텔,종로 중심가에 있어 광장시장외 인근 맛집 탐방도 도보로 가능합니다. 깔끔했지만...옆방서 커플의 소리가...좀..
425,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-07,8.0,서울대병원 정문 근처...,"서울대병원 진료차 지방에서 올라왔는데,가장 가까운 곳을 찾다가 예약하게됐는데,가까고 깨끗하니 괜찮아요 ~"
426,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-07,8.4,오라카이 대학로,"트윈룸 1박했습니다. 주차 무료제공에 룸 상태 깔끔합니다. 약간 화장실에서 냄새가 좀 나기는 했지만, 가성비 좋은 호텔로 추천합니다."
427,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-07,10.0,편히 쉴수있는 곳,일때문에 깄지만 가서 편히 쉴수있는 곳입니다
428,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-07,10.0,오라카이 대학로,방문할 때마다 느끼지만 가격대비 정말 좋아요
429,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-07,10.0,편하고 좋아요,위치도 좋고~ 깔끔해요! 너무 편하게 잘 쉬었습니다~~ 올때마다 만족합니다 다음에 또 이용할께요!!
430,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-07,10.0,편하고 좋아요,위치도 좋고~ 깔끔해요! 너무 편하게 잘 쉬었습니다~~ 올때마다 만족합니다 다음에 또 이용할께요!
431,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-07,9.2,믿고 가는 호텔,"항상 느끼지만 정말 깔끔하고 나무랄 데 없는 호텔인 것 같아요 도보 거리에 딱히 먹을 데가 없는 게 단점이자, 조용한 건 장점이겠네요."
432,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-07,9.0,시설 가격 모두 만족,깔끔한 비즈니스 호텔의 정석이 아닐까 싶습니다. 침대도 무난하고 티비도 크고~ 주차장 공간이 협소한 편은아닌데도 공간이 부족한 것(주차 타워 이용 가능) 제외하고는 무난하고 좋습니다. 직원분들도 친절하고!
433,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-07,10.0,연극보기에 최고,연극보러갈때 거리도 위치도 좋아요!
434,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-07,10.0,연박에도 최고!,일이있어 연박을 했습니다. 종로엔 여기만한곳이없어요 서비스도 위치도 굿굿
435,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-07,4.0,실망했습니다:(,일단 역에서 그리 가깝진 않았고 뷰가 좋은쪽이라고 안내 받았는데 맞은편 호텔이 있어 답답했고 객실은 깔끔해보였으나 살펴보니 곳곳에 먼지가 하얗게 있었고 바닥엔 땅콩 껍질이 그대로 있었습니다 그리고 샤워실 물이 잘 안 빠져 다음날까지 물이 흥건했습니다 실망이 크지만 어메니티와 침대는 괜찮았습니다
436,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-06,8.8,좋습니다.,위치가 괜찮더라고요.
437,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-06,10.0,인사동과 근접한 위치,인사동과 대학로 사이에 위치하여 어디든 가기 좋음 시설과 서비스 무엇하나 빠지지않는 최고의 호텔
438,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-06,10.0,병원 이용시 좋음,서울대병원 이용시 근접한 위치로 다니기 편함!!
439,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-06,10.0,대학로근처 최고!,자주가는 호텔이라 또 간곳 역시나 기대를 저버리지 않고 좋은 호텔
440,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-06,9.8,자주이용하는 호텔,오라카이 호텔 자주 이용합니다. 대학로 인사동 청계... 어느 지점에 가도 깔끔하고 친절한곳
442,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-06,10.0,오라카이 대학로 호텔 좋아요,오라카이 대학로 호텔 좋아요
443,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-06,10.0,편하게 잘 쉬었습니다,도보로 이용했는데 호텔 근처에 버스정류장이있어서 혜화역이나 종로 5가역으로의 이동이 편하고 도보로 걷기에도 멀지 않아서 위치적으로 참 좋았어요ㅎ 객실 침대도 편해서 잠도 푹 잤습니다~ 침대가 딱딱한거나 푹신한건 취향에 따라 선호 하는게 다를 수 있지만 저랑 제 친구는 완전 만족했어요^^ 앞으로 대학로 방문할 땐 자주 이용하게 될 것 같아요~
444,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-06,10.0,좋아요!!!,서울대학병원 갈 일이 있어서 예약했는데 굉장히 가까운데다가 생긴지 얼마 안 돼서 그런건지 시설도 깨끗하고 세련돼서 좋았어요~ 룸 컨디션도 좋았구요 담주에 또 묵을 계획입니다~
445,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-06,10.0,만족합니다,가족과 함께 방문하기 좋은 호텔입니다. 주차 공간이 조금 부족할 수 있습니다
446,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-05,10.0,좋아요,대학로 출장 가면 가는 곳이 그전엔 메이플레이스였는데 지금은 오라카이로 감 친절하고 깔끔하고 방도 제법 넓은 느낌 숙박하던날 다만 ㅠㅜ 생일 파티를 새벽까지 해서 잠 설침 대학로라 젊은 애들이 좀 많은 느낌이 들긴 함 그전에 이용할땐 조용했음
447,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-05,10.0,좋아요,오라카이 대학로 좋아요
448,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-05,10.0,여기 너무 좋아요,숙박 할 때 마다 항상 만족합니다 가성비 끝판왕 호텔
449,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-05,8.0,잘 쉬다갑니다,"코로나땜에 평소 숙박료보다 저렴하게 묵었는데,정말 편안히 잘 쉬다 갑니다 룸도 깨끗하고 온수 잘 나오고 한가지 단점은 방음ㅠㅜㅜ복도에서 문 여닫는 소리가 너무 잘 들려요"
450,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-05,10.0,완전 만족!!,완전 만족합니다. 청결도 좋고 친절하며 위치 또한 좋습니다!!:)
451,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-05,10.0,깨끗하고 만족합니다^^,동대문근처에 볼 일이있어서 선택 했는데 저렴한 가격에 이용했고 코로나 때문에 사우나나 식당은 이용하지 않았지만 숙박 만으로도 매우 만족 했어요. 침구랑 다른것들이 다 깨끗하고 창문이 확 트여져 있어서 밝고 뷰가 좋았습니다: 다만 방음은 엄청 잘 되는 편은 아니었고 옆방에서 말하는게 약간 들리는 정도입니다. 대체적으로 만족하고 다음에 또 갈 의사 있습니다
452,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-05,8.0,역시 언제나 만족하고 갑니다,여러번 다녀갔는데 언제나 만족해요!! 룸은 깨끗하고 직원분들은 친절하시고ㅎㅎ대학로 근처라 주변에 먹거리와 볼것도 많은게 너무 좋아요
454,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-05,10.0,편하고 좋아요,위치도 좋고~ 깔끔해요! 너무 편하게 잘 쉬었습니다~~ 올때마다 만족합니다 다음에 또 이용할께요!!
455,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-05,10.0,편하고좋아요,위치도 좋고~ 깔끔해요! 너무 편하게 잘 쉬었습니다~~ 올때마다 만족합니다 다음에 또 이용할께요!!
457,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-05,10.0,좋아요,위치도 좋고~ 깔끔해요! 너무 편하게 잘 쉬었습니다~~ 올때마다 만족합니다 다음에 또 이용할께요!!
458,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-05,10.0,편하고 좋아요,위치도 좋고~ 깔끔해요! 너무 편하게 잘 쉬었습니다~~ 올때마다 만족합니다 다음에 또 이용할께요
459,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-05,10.0,더웠습니다.,요즘 날씨가 여름날씨인데 중앙난방만 되서 창문을 계속 열어놔도 실내온도가 27도. 프런트에 문의하니 아직 에어컨이 안되서 난방 전원을 끄는 수 밖에 없다고.. 밤새 더워서 창문 열어놓고 잤는데 대로변이라 시끄러웠습니다
460,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-04,10.0,1월에 숙박,대학로에서 가깝고 버스 정류장에서 가까워서 관극 여행에 좋아요. 직원분들도ㅈ서비스 운영에 익숙해지신거같네요
461,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-04,8.8,대학로 가까운 새호텔,대학로 창경궁 서울대병원 종묘 광장시장 등이 가까운 도심의 새호텔. 깨끗하고 친절합니다. 주차장도 편합니다.
462,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-04,10.0,깨끗하고 위치좋고 주차시설도 완벽,차량때문에 주차시설이 완벽하게 구비되있고 께끗하고 조용한 곳을 원하던 차에 오라카이 대학로점을 찾게됐습니다. 사진과 다를바없이 모든게 완벽한 곳이었어요. 주차해놓고 마로니에쪽으로 걸어가서 뮤지컬도 한편 보고 걸어서 다시 숙소로 돌아오기도 편리합니다. 자차 없이고 버스와 지하철이 근처에 모두 있어서 이용에 불편함이 없을 것 같습니다. 직원분들 모두 친절하시구 침구 모두 깨끗하고 모든면에서 만족하는 호텔이었습니다.
463,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-04,9.6,대학로에서 가깝고 깔끔,"주말을 이용한 대학로 관극 여행에 이용했습니다. 벌써 3번째인가 4번째 이용이네요. 방이 신축이라 깔끔하고, 전원코드 등이 편리하게 배치되어 있습니다. 직원분들도 오픈 당시보다 능숙하게 서비스하시네요. 단, 옆방 위아랫방의 말소리가 다 들리는 단점이 있습니다."
464,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-04,10.0,이용후기,룸컨디션도 좋았고 직원분들도 친절해서 만족합니다 기회가 되면 재방문할 생각입니다
465,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-04,8.4,잘지내고 왔습니다,룸이 깨끗하고 화장실도 비데고 직원분들도 친절해서 잘 지내고 왔습니다 우선 위치가 대학로와 가까워서 공연보러 다닐때 가끔 이용하게 될거같아요
466,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-04,10.0,편하고 좋아요,위치도 좋고~ 깔끔해요! 너무 편하게 잘 쉬었습니다~~ 올때마다 만족합니다 다음에 또 이용할께요!!
467,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-04,10.0,좋아요,위치도 좋고~ 깔끔해요! 너무 편하게 잘 쉬었습니다~~ 올때마다 만족합니다 다음에 또 이용할께요!!
468,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-04,8.0,혜화동에,적절한 호탤이에요 주차하고 식사도하고 인터넷으러 일하기 좋아요
469,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-04,10.0,대학로 일이 있을때마다,대학로 일이 있을 때마다 이용해요 주차도 편리하고 룸서비스도 좋아요
470,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-03,9.6,편안하고 깔끔한 호텔!,대학로 인근에는 호텔이 별로 없어서 불편했는데 최근에 생겨서 그런지 너무 깨끗하고 수압도 세고 어매니티도 충실해서 좋았어요. 조식은 가격이 너무 비싸서 따로 추가하지않았어요. 전체적으로 만족스러웠으나 직원분의 응대는 조금 아쉽네요. 침구도 폭신하고 가격대에 비해 아주 좋았습니다! 재방문의사 있습니다
471,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-03,10.0,단골 될 거 같은 호텔,가성비 최고 호텔이에요 시설도 깔끔해서 너무 좋고 기격도 합리적이고 이벤트 같은것도 많이 진행해서 좋네요 침대도 넓고 편안해요 휴식에 제격입니다
472,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-03,9.2,깔끔하고 조용한 곳,"코로나 걱정이 조금돼었지만, 철저한 투숙객 체온관리, 소독을 자주하였는지 알콜향이 나서 더 믿음이 갔습니다. 스탠다드 룸도 넓고 깨끗 화장실도 최신식에다 환기도 굳"
473,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-03,10.0,좋아요,위치도 좋고~ 깔끔해요! 너무 편하게 잘 쉬었습니다~~ 올때마다 만족합니다 다음에 또 이용할께요!!
474,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-03,10.0,주차 좋구 방 아늑,서울 쉬러 갈때 친구와 즐겨 찾는 대학로 오라카이 !!! 가격 좋구 직원 친절하구 ㅎㅎ 사우나 첨 가봤는데 해운대 하얏트보다 시설 좋아요 담에두 자주 이용 할듯
475,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-02,10.0,친구와 이용했어요,대학로 가깝고 뮤지컬보고 와서 쉬기에 딱 좋았어요 티비도 커서 침대에 누워서 보기 좋았구요 아 티비가 ssd외장은 못 읽는것 같았어요 다행히 usb가 있어서 가지고 있던 것들 티비 연결해서 볼 수 있었습니다 기본 어메니티들도 많고 깔끔하고 모던하고 다음에 또 이용할 것 같아요~
476,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-02,8.6,오라카이 호텔,오라카이 대학로 호텔 방문하였습니다. 최신식 시설에 깔끔하고 서비스 좋고은 가성비 최고의 호텔입니다. 추천합니다. ^^
477,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-02,9.6,너무좋았습니다,친구랑 쉬려고갔는데 편히 잘지내다 왔습니다 오픈한지 얼마안되어서 그런지 깨끗하고 좋았어요
478,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-02,10.0,편안한 깔끔한 호텔,출장을 가면 늘 가던곳이 오라카이 건너편 호텔이었는데 이젠 늘 오라카이로 친절하기도 하고 새 건물이라 깨끗하고 관리도 잘하는 편안하면서 적당한 곳 답답한 느낌이 없음 멀리 남산 타워도 보이고 일 마치고 들어와서 룰루랄라 쉬기 좋은 곳 체크인 때 대학생 친구들끼리 놀러온 것도 봄 교통도 편리하고 전철은 조금 멀지만 버스는 코앞에서 내림 서울역에서 버스타고 가기 좋음
479,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-02,10.0,깔끔 쾌적 맛있는조식,대학로에서 공연보고 친구와 하루 놀기 딱! 깔끔하고 쾌적한데 조식도 맛있다
480,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-02,10.0,오라카이 당장 오라카이,처음엔 뭔가 일본 체인인가 한 무식인 오라카이 마카 오라카이 였음 ㅋ 대학로 출장가면 건너편 메이플레이스에서 항상 잤는데 이젠 오라카이로 깨끗하고 그리고 직원들도 더 친절함 뭔가 메이플레이스는 오래되서 뭔가 익숙한 응대? 전에는 갔는데도 자기들끼리 잡담 ㅠㅜ 여긴 일절 그런거 없어요 친절하고 설명하고 재확인하고 좋았음 방 청결이나 침대도 이불 다 들춰봤지만 깨끗 그래서 대학로 출장은 오라카이로 대학생애들도 친구들끼리 놀러오더라는 추천합니다~~
481,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-02,9.2,오라카이 대학로 첫 방문,"이화사거리와 원남동사거리 가운데쯤 위치해요. 혜화역에서 걷기엔 거리가 있고 마을버스타면 됩니다. 주차공간은 적당했어요. 14층 트윈룸 배정받았는데, 어메니티에 칫솔까지 다 있어좋았고 생수2병 제공됐어요 냉장고는 작아서 1.5L 음료 보관하긴 힘들어요 룸 크기와 침대크기는 만족했습니다. 수압좋았어요. 바깥 풍경은.. 맞은편 호텔이 하나 더있어 커튼치고 있었어요 와인잔 요청드렸는데 바로 가져다주셨어요. 가끔 오프너가 안 갖춰진 곳도 있는데 여긴 요청하면 같이 줍니다. 조식은 적당한 한식과 시리얼 빵 커피등이 있었고 계란 즉석에서 주문할 수 있어 좋았습니다. 헬스장은 무료지만 사우나는 유료예요. 투숙객은 7천원 추가"
482,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-02,10.0,사우나 하고 호캉스,가끔 묵었지만 사우나는 처음 이용해 보는데 사우나 투숙객 30프로 할인받아 사람이 없어ㅈ 동네 목욕탕 가격으로 한적하게 전용사우나를 즐겼습니다
483,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-02,7.2,오라카이 호텔,신축호텔이라 룸이 깨끗하고 시설이 좋았습니다 세면대가 화장실과 따로 있어서 사용하기에 편리했습니다 지하철역과는 거리가 있습니다
484,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-02,9.2,수압 짱,호텔 깨끗하고 친절하고 깔끔하고 특히 수압이 짱입니다 재방문 확률 100프로 입니다
485,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-02,8.4,여러모로 좋았던 호텔,일단 신축이라 그런지 전반적으로 깔끔해보여서 청결함을 제일 중요시 하는 저에게 딱 맞는 호텔이라는 생각이 들었구요~ 대학로와 가까이 있어서 여기저기 다니기에도 편했습니다! 앞으로 그 근방에 숙소를 잡아야 할 때에는 또 묵을 의향이 있을만큼 만족스러운 호텔이었습니다.
486,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-01,10.0,잘 쉬다 왔습니다 ㅎㅎ,명절에 서울에서 편히 쉬려고 올라갔는데 이틀동안 잘 쉬다 왔습니다 ^^ 대학로 종로 동대문 등 주변에 놀거리 먹거리가 많아요!! 다음에 서울가면 또 이용할게요 ㅎㅎ
487,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-01,10.0,깨끗하고 위치좋아용,대학로에서 가까워서좋고 수압이 완전쎄서 좋았어욬ㅋㅋㅋㅋ
488,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-01,9.2,깔끔하고 좋아요,"위치, 주차도 좋았고 룸컨디션도 괜찮은 편입니다. 다만 소음과 와이파이 이용은 좀 불편하네요. 옆방에서 코고는 소리까지 들렸어요ㅠㅠ"
489,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-01,8.8,깔끔하고 조용함,대학로 진입부에 위치하여 유흥지와는 동떨어저 있어 매우 조용함 신축호텔이라 깔끔하며 직원들 먀우 친절함 객실두 매우 넉넉함
490,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-01,6.4,이용후기,"대학로에 일이 있어서 알아보던중 평점이 좋아서 선택함 2박을 예약하면서 욕조있는방으로 예약해달라고 요청사항에 남기고 예약함 피드백없이 예약완료가 되었고, 당연히 요청사항이 이뤄졌다고 생각해서 입욕제 등 구입해서 체크인하러감 체크인하면서 혹시나 물어보니 스위트룸 외에는 욕조가 없다고한다 왜 미리 연락을주지 않았는지 물어보니 자기들 실수다 죄송하다.. 죄송하다고 하면 끝나나봄.. 미리 연락줬으면 다른방향으로 예약을 하거나 했을텐데 내가 말하기전까지 요청사항 읽어보지도 않은거 같았다. 그런내용을 적었었냐 오히려 반문해서 놀랐다 마지막에 죄송하다고 커피쿠폰한개 주던데.. 2박 호캉스를 망쳐놓고 커피쿠폰이라.. 그리고 평점에 직원분들 친절하다는 말이 많이 적혀있던데 너무 친절해서 내 차례에 응대받으면서도 중간중간 톡 튀어나와서 누가 물어보면 거기에 다 응대해주더라.. 친절한것과 일을 잘하는것은 다르다고 생각함 호텔자체는 청결하고 나쁘지 않았으나 방이 좁은편이다 일단 처음부터 실망하고 들어가서 다시는 이용할일 없을거같다"
491,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-01,8.8,"만족스러운 룸 컨디션, 방음은 매우 미흡","신축 호텔이라 룸 컨디션은 매우 만족스럽습니다. 신축이라 새집냄새가 날까 걱정을 좀 했었는데 다행히 새집냄새는 복도에서만 약간 나고 객실 내부에서는 전혀 나지 않았습니다. 청결도와 함께 가장 만족스러웠던 부분은 샤워기 수압입니다. 5성급 호텔보다도 수압이 더 강력합니다. 물줄기에 맞으면 다소 따갑기까지 할 정도였습니다. 수압을 중요시하는 분들은 매우 만족하실 듯 합니다. 난방장치는 온도를 설정하게 되어 있지만 실제로는 중앙에서 조절하는 것 같았고, 야간에 난방이 잘 가동되어 상당히 따뜻합니다. 통창이라 창가에 서 있으면 냉기가 느껴지지만 커튼을 치면 창문에서 들어오는 냉기는 대부분 차단이 가능합니다. 아 물론 요새가 좀 따뜻한 편인 걸 감안하셔야 할 것 같습니다. 그런데 자는 동안 방음이 너무 안 돼서 숙면을 취하지 못했습니다. 주간과 야간을 가리지 않고 근처 객실의 문 여닫는 소리나 복도에서 이야기하는 사람의 목소리가 크게 들리고, 야간엔 윗층 아랫층 화장실에서 물 내리는 소리도 다 들릴뿐만 아니라 옆 객실에서 커튼을 치는 소리까지 들립니다. 방음 이외엔 전반적으로 만족스러웠지만 '잠을 자기 위한' 숙소로는 빵점입니다. 예민하지 않아도 충분히 거슬리는 수준으로 방음이 안 되기 때문에 소음에 예민하신 분들은 신중히 선택하시기 바랍니다. 세면대가 있는 입구 부분과 침대가 놓인 부분 사이에 흡음이 가능한 중문을 설치하면 좋을 것 같습니다. 그러면 어느 정도 잘만한 환경이 만들어지리라 생각합니다."
492,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-01,8.8,화장실 들어갈때랑 나올때랑 다른 서비스,"새 호텔이라 그런지 시설은 좋았습니다. 다만, 체크인할 때랑 체크아웃할 때의 서비스가 너무 차이가 많이 났어요. 체크아웃할 때 친절해야 다음에도 또 이용하고 싶은 의향이 생기는데.... 그 점이 안타까웠습니다. 체크아웃할 때는 소 닭 보듯 한 점이............"
493,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-01,10.0,오라카이 대학로,신축호텔이라 그런지 객실이 깔끔하고 넓고 쾌적합니다. 조식 종류도 다양하고 맛있습니다. 다음에도 이용하려구요.
494,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-01,9.6,대학로에서 제일 좋은 호텔!!,오랜만에 대학로에서 뮤지컬 보려는데 집이랑 거리가 꽤 있어서 뮤지컬 끝나면 늦은시간이라 호캉스겸 찾아보자 해서 예약하게 되었어요~ 생긴지 얼마 안된 호텔이라 그런지 외관부터 내부까지 깔끔하고 신축느낌 물씬이에요ㅎㅎ 아쉬운점은 주차장이 매우 좁고 협소해서 주차하실분들은 꼭 체크인 일찍하세요ㅠㅠ 저는 6시쯤 갔는데 이미 만차여서 너무 힘들었어요. 그런데 주차 직원분이 굉장히 친절하셔서 기분이 좋았던 기억이 있네요ㅎ 그리고 혜화역에서 거리가 좀 있어요! 걸어서 십분정도 걸렸던것같아요~ 푸석푸석 거리는 호텔 침구 너무 좋고 침대도 적당히 푹신해서 꿀잠 잤어요~! 방이 너무 따뜻해서 온도를 낮춰도 계속 더웠구요ㅜㅜㅋㅋ 신축건물이라 그런가 웃풍도 없고 방이 정말 따뜻했어요!! 조식은 7시부터10시였고 깔끔하고 테이블자리도 많고 음식 가짓수도 적당했어요. 오믈렛이랑 간단한 계란요리들도 해주시구요! 전반적으로 좋았던 호텔이라 다음에 대학로에 공연보러갈일 있으면 또 겸사겸사 호캉스 하려고합니다~! 계속 좋은 가격에 좋은 서비스 유지해주세요!!
495,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-01,10.0,대학로 근처 최고의호텔,조아요 근데 단체가 많아서 좀 시끄러웟어요조아요 근데 단체가 많아서 좀 시끄러웟어요조아요 근데 단체가 많아서 좀 시끄러웟어요조아요 근데 단체가 많아서 좀 시끄러웟어요조아요 근데 단체가 많아서 좀 시끄러웟어요
496,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-01,10.0,오라카이 호텔,대학로까지 걸어서 10분?정도면 가는 가까운 거리라 좋았고 근처에 편의점도 브랜드별로 세개나 있어서 간식 사러 가기도 편했어요 로비 넓고 직원분들도 친절하고 3일동안 있었는데 룸클린 서비스도 좋고 청결하고 전체적으로 만족해서 다시 숙박할 일 생기면 오라카이 호텔 다시 찾을 것 같아요!!
497,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-01,10.0,저아요,깨긋하고 친절하고 조아요
498,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2020-01,10.0,괜찮았습니다,깔끔하고 괜탆았어요.
499,오라카이 대학로 호텔,서울특별시 종로구 율곡로 180,9.5,2019-12,10.0,깔끔하고 좋아요,연말을 계획하며 대학로 투어를 위해 알아보다가 후기평이 좋아 오라카이 호텔에 머물렀어요 가족들 모두 대만족.... 대학로에 걸어서 가도 좋고 인근에 창경궁과 택시 기본요금이면 주변 관광지도 쉽게 갔네요... 식사는 안해서 패스~~~
