HotelName,HotelAddress,HotelRating,ReviewDate,ReviewTitle,ReviewRating,Positive,Negative 
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-8,우수함,8.8,침구의 편안함 좋았습니다. 3명이 묵었는데 1명분이 세팅되어 있지 않아서 바로 연락드렸더니 응대해 주셨습니다. 맛있는 저녁 바베큐도 좋았고 직원분들의 활기찬 모습도 좋았습니다. 조식도 맛나고 종류도 많아서 맛있게 먹었고 직원분들도 친절하게 응대해 주셔서 감사했습니다.,호텔 내 레스토랑이 너무 비싸 이용하기에 부담스러운 면이 있었습니다
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-8,좋음,7.5,안락했고 편하게 지내다 갑니다.,"풀사이드바에서 음식을 시켰는데 많이 밀려서 그랬는지 좀 늦게 나왔네요. 수영장은 체크인하는 날에 이용하려면 메인풀 앞 썬베드를 차지하기 어렵습니다. 다음날 아침에 방에서 내려다보니 이미 오전 7시부터 자리를 잡아놓던데, 이 부분은 호텔 측에선 어쩔 수 없겠지만 메인풀 쪽 선베드를 이용하고 싶으신 분들은 많이 부지런하시거나 눈치보면서 계속 기다리시는 수 밖에 없습니다."
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-8,오지고 지리는 하얏트 서울,8.8,"한강뷰, 사우나, 수영장, 서비스! 클럽을 추가 이용한 편이 더 좋았음!",1박으로 수영장 이용하기에는. 부족함
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-8,좋음,7.9,위치가 너무 좋았고 인테리어도 아늑하고 남산뷰도 좋앟습니다 다음엔 비성수기에 또오고 싶네요,사람이 많아 체크인을 하기 위해 오래 기다렸습니다. 딱히 없음.
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-7,최고,9.2,룸은 만족스러웠지만 커넥팅이 아니라 불만족스러움,"리노베이션 했으나 작년 여름과 마찬가지로 
객실 내 온수가 한참 있어야 나오고 
수압 낮고 변기 물 겨우 내려감. 
오래된 집 느낌. 
화장실은 정말 좁음. 
내가 왜 왔나 싶으나 매년 수영장 때문에 아이들과 감."
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-8,호캉스 만끽,9.2,잠자리편하고 조식맛있었고 수영장도 날은흐렸지만 좋았어요,클럽올림푸스 리셉션 아줌마 직원은 불친절하였습니다.
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-7,좋음,7.9,침대가 너무 편하고 좋았어요,없었습니다.
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-7,최고,9.2,"시간이 지나도 변하지않은 첫사랑의 느낌처럼,하얏트는 늘 설레임과 완벽한 만족감을 주네요.
인생의 소중한 기억 한편에 늘 함께 하고픈 아름다운 이름
Grand Hyatt!
고마웠어요!
감사합니다!
사랑합니다!!","조식이 조금 별로,.."
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-7,전체적으로 마음에 들었어요. 감사합니다.,8.8,"아늑한 공간, 쾌적한 사우나","숙박연장으로 트럼프방한이 겹치는 바람에 중간에 혼선이 있었습니다. 
처음부터 방한을 고려하여 잘 진행이 되었으면 좋았을텐데 직원분들이 나중에 서비스를 잘 해주셔서 감사했습니다."
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-7,좋음,7.9,"수영장 수심이 깊어서좋았고 
체크인할때 임산부배려해주셔서 좋았습니다","샴푸 컨디셔너 바디워시가 솔직히 별루였어요 ㅠㅠ
그리고 3명이었는데 침구나 가운 슬리퍼가 준비되어있지 않아서 아쉬웠어요.. 두명분밖에없어서 추가로 요청을 해야해서.. 그래도 요청하니 하우스키퍼분이 룸까지 가져다주시더라구요. 그래서 큰 불만은 없었어요~~!
+ 호캉스가 목적이었는데 수영장 말고는 무료로 즐길 수 있는 것들이 별루 없더라구요..! 호텔내에서 즐길 수 있는 무료 시설같은 것도 있음 좋을 거 같아요."
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-7,하얏트 호캉스는 클럽이용하세요!,8.8,비싸고좋은호텔,트윈베드 룸을 사용했는데 욕실과 화장실이 분리되었으면 더 좋았을 것 같아요. 바뀌기 힘든 부분이긴 하겠지만...;;;
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-7,우수함,8.8,침구가 참 편안했습니다아 야경도 너무 좋았구요 수영장ㅇ 깊어서 만족해요,"체크인 당시 주차요금 관련 언급이 없었는데 나중에 따로 알아보고 프론트에 연락해서 처리했었습니다. 
체크인 시 관련사항을 언급하는 것을 잊어버리셨던 것 같은데 조금 더 신경 써주셨으면 좋겠습니다."
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-7,만족,6.7,직원들이 친절하고 뷰가 좋았습니다.,야외 수영장이 유명해서 그 곳 이용이 주목적이었는데 아직은 차가운 풀장 물이 부담스럽더군요.
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-7,좋음,7.1,"위치가 좋았습니다 게다가 청결도가 높았어요. 또한 수영장이 넓어서 놀기도 편했습니다. 헬스장도 청결하고 대여해주는 옷이나 신발등도 깨끗하고, 기구들도 많아서 좋았습니다. 호텔 뷰도 훌륭했습니다.",방음이 되지않고 서비스가 정신없음. 디저트 퀄리티가 좋지 않음
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-7,너무 좋았어요,9.6,위치 리뉴얼한 시설 음식맛 칵테일,주차비만원이좀..
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-7,늘 한결같은~~,9.2,그랜드클럽에서의 조식과 해피아워는 작년보다 훨~~씬 좋아져셔 너무너무 흡족해하며 즐겼습니다.,화장실이 너무 좁았지만 오랜 기간 숙박한 게 아니라서 그리 불편하진 않았음. 전보다 방이 넓어진 것 같아서 오히려 시원해 보였음. 수영장 물이 조금 더러운 것 같아서;;;;; (실외는 모르겠는데 실내 특히...) 아이가 수영장 다녀와서 두드러기 같은게 조금 났는데 주로 화학약품 많이 처리하는 곳에서 생기는 반응이라. 자주는 못갈 것 같음.
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-7,좋음,7.9,다 좋았어요,방에 먼지가 많았음
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-7,최고,9.2,뷰가 정말 좋았어요,어쩔수 없는 문젱긴하지만 주차장이 불편했습니다.
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-7,좋음,7.9,"그 ㅎㅎ 저희 객실 담당 예약실 직원분 바쁘신데도 문의건마다 친절히 응대해주셔서 감사해요! 
10년지기들끼리 간만에 좋은데서 분위기 좀 내보자 하는 마음에
정말 다급히 예약했었는데 저녁식사도 조식도 너무 좋았습니다.
얼떨결에 비소식이 있어서 걱정했는데 다행히 비가 비켜가구 객실에서 무지개도 보고 즐거운 하루 보내게 되어 좋았습니다.
다음에는 부모님도 모시고 오고 싶어요 ♡","체크아웃시 직원들의 전문성이 떨어져보입니다.
한참을 기다리는데도
새치기하는 손님 제지도 못하고..
주차가 불편합니다."
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-7,강력 추천,9.6,오래된 호텔임에도 청결하고 직원들이 친절해서 좋았습니다.,기본 어메니티에 일회용 칫솔도 있으면 좋을 것 같아요.
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-7,빠밤,8.8,친절,"화장실 쓰레기통 옆쪽에 머리카락같은 것들이 
치워져있지 않아서 청결도가 약간 아쉬웠습니다."
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-7,우수함,8.8,"수건이 넉넉하게 준비되어 있어서 편리했고
풀장도 너무 잘되있었고 조식도 맛있게 먹었습니다","어매니티가 조금 부족한 감이 있었고, 웰컴 드링크로 생수 두 병은 모자랐다."
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-7,친구들과 호캉스,8.3,조식이 다양하고 맛있었어요. 주변에 갈 곳이 많아서 좋았구요.,아쉬운점은 없었어요
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-7,최고,9.2,호캉스로 하루 묵으며 수영장을 쓰는 게 주요 목적이었습니다. 근데 주말이여서 그런지 사람이 너무 많아서 좀 아쉬웠습니다. 하지만 한강이 보이는 호텔 뷰는 너무 좋았습니다.,"오후3시에 체크인 시간보다 두어시간 넘게 방에 들어갈 수 있게 되었으며, 그동안 다른 객실에 대기하였습니다. 우리 객실이 아직 준비되지 않았다는 사유입니다. 하필, 오랜만의 가족여행이라 무척 난감했습니다."
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-7,강력 추천,9.6,"문을 열자마자 보이는 한강뷰가 숙박경험에서 큰 비중을 차지했습니다. 탁 트인 풍경에 유리창도 매우 깨끗해서 기분이 좋았습니다. 룸은 매우 청결한 상태였고, 전화를 통해 필요한 사항을 요청하면 친절하고 빠르게 처리해주었습니다. 개인적으로 오이향을 좋아하는 편이라 준제이콥스 어메니티도 매우 마음에 들었습니다. 화장실이 좁긴 하나 샤워부스가 스파에 온 것처럼 고급스러운 느낌이었고 깨끗해서 괜찮았습니다. 날씨가 너무 덥거나 춥지 않으면 이태원까지 산책 겸 슬슬 걸어갈 수 있어 좋습니다. 밤에 로비에서 하는 라이브 공연도 분위기가 정말 좋았습니다.",공사하고 있어서 조금 시끄러워요
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-7,최고,9.2,친절함,리모컨이 조작 잘 안됨
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-7,매우 좋음,8.3,직원들이 친절했습니다. 깔끔했습니다. 호텔 옆 산책로도 좋았습니다.,음식이 비싸요..
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-7,너무너무 좋았어요!,9.6,"아직 이른 여름이라 여유로운 수영장 분위기
언제나 그렇듯 오래된 직원들의 능숙한 서비스
객실에서 보는 수영장 및 한남동, 강남 뷰",매우 붐빔
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-7,우수함,8.8,조식이 정말 괜찮구요. 뷰는 말할것도 없죠..ㅎㅎ,공사중이라 너무 시끄러웠습니다.
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-7,좋음,7.5,"위치, 리셉션 직원, 하우스티핑 직원 모두 친절하고 좋았음",조식 메뉴가 아쉬워요~ 로비 라운지 식음료 요금이 타 호텔에 비해 지나치게 비쌉니다~
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-7,우수함,8.8,"뷰, 수영장, 청결도 다 좋은편이었습니다~","1월부터 5월까지 리모델링 공사중입니다.
물론 일부객실.. 
참고하시라고 적어둡니다."
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-7,좋음,7.1,"뷰, 위치, 수영장",리모델링을해서 냄새가 너무 났습니다
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-7,최고,9.2,"위치, 숙소에서의 휴식, 야경, 헬스장 좋았습니다.",접근성이 떨어지긴 하네요.
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-7,하루 호캉스!,7.5,"깨끗하고 전망좋고 침대도 넓고
중후하고 웅장한 느낌의 호텔이었어요!",욕실이 생각보다 비좁은편이었고 욕조가 좁아서 아쉬웠습니다. 실내 공기가 건조한 편이라 호흡기가 약한 분들께는 조금 고려해보라는 추천을 해드리고싶네요.
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-7,"기대 이상의 룸컨디션, 한강뷰, 이태원과의 접근성 최고",8.8,높은 곳에 있어서 그런 지 뷰가 정말 좋았어요. 호텔을 나서면 바로 경리단길이 나와서 편해요. 바로 호텔 앞에 서는 버스가 있어서 교통도 편합니다.,옆방과 방음이 잘 안되서 불편.
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-7,매우 좋음,8.3,"전반적으로 좋았고, 예약 당시 추가요청한 것을 체크인 할 당시 바로 확인하고 바로 해결해주어 좋았습니다.",너어무 방음이 안되요... 방에 다른 사람 있는줄 알았네요 ㅋㅋ
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-7,강력 추천,9.6,"서울 도심에 수풀이 우거진 멋진 곳에서 잘 쉬고 갑니다. 
그리고 뷰가 좋은 층으로 업그레이드 해 주셔서 감사했었어요.",아무래도 방의 사이즈가 조금 작다는 점외에는 단점이 없네요~^^
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-6,남산 하얏트 이른 여름 휴가,9.6,"침구가 깨끗하고, 전망이 좋음. 스파시설이 훌륭하며 사우나 시설이 좋음",숙박객도 주차요금 받는것
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-7,좋음,7.9,"뷰좋고,깨끗하고안락했어요ㅡ차없으면불편할거같았지만
택시가있으니뭐",아무리 에비앙 생수지만 1만 2천은 너무하네요.
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-7,좋음,7.1,탁 트인 전망이 좋았다. 사실 오래된 곳이라 고민했는데 리뉴얼을 어떻게 했는지 궁금해서 숙박해 봤다. 리뉴얼 잘한 듯.,"호텔투숙객과 일반입장 고객과의 차별성이 없어서 아쉬웠다.
불꽃축제 참여비용에 투숙객과의 약간의 차별성은 필요하다고 봅니다."
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-7,최고,9.2,부대시설이 젛았음,리모델링 공사로 아침9시부터 체크아웃까지 종일 시끄러웠어요. 쉬러간 것인데 스트레스 받고 왔습니다. 지금 계속 공사중이라 전객실 시끄럽다고 하니 이 시기는 피해서 가시는게 좋겠네요.
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-6,솔직,9.2,최근 리뉴얼되어 깨끗하고 좋았습니다.,"객실 방음벽이 더 두꺼웠으면 좋겠습니다
동급 호텔에 비해 방음이 약한듯 합니다"
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-6,좋음,7.9,"위치
View",공사중이라 객실에소음이 조금 있었던게 아쉬웠습니다
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-6,좋아요,9.6,"위치가 좋아 이태원에서 왔다갔다 하기 좋았고,
부대시설을 이용할 것이 많아 잘 쉬었습니다.","잠자리는 편했지만 이불이 덮으면 덥고 안덮으면 춥고 그랬어요.거기다 5시에 체크인했는데 3층인데다 이태원뒷쪽보이는 뷰라 정말 최악이였어요.밑에 건물옥상면이 보이는..ㅡ.,ㅡ바꿔달랬는데 다 체크인해서 안된다고하고...분명 예약할때 고층부탁했는데..스위트룸 클럽라운지에서 조식먹었는데 생각보다 종류는 많이 없었어요!"
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-6,좋음,7.9,"가격대비 객실, 식당, 서비스, 부대시설, 위치 모든 것이 좋았다.",체크인때 가능해서 신청한 베드가드와 추가이불 21시넘어서야 전달됨
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-6,우수함,8.8,1층 로비 안쪽이라 비교적 괜찮았어요,방이 너무 건조해서 ㅜㅜ 가습기를 틀었는데도 목과 코가 너무 아팠어요
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-6,올해 첫 호캉스입니다 ~,7.1,"호텔도착하자 마자 실망이 컸는데, 오영덕 매니저분이 진심으로 사과하는 공감과 5성급 호텔차원에서의 서비스들을 제공받아 컴플레인이 전화위복이 되어 가족들의 많은 감동과 함께 행복한 여행이 시작되었습니다. 다음에도 재방문해도 안심과 신뢰할 수 있는 호텔입니다.","화장실 샤워부스에서 벌레가 나오더라고요.
한번이었지만 조금 아쉬웠네요"
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-6,좋음,7.9,가격대비 식사는 보통,"룸을 2개 예약했는데, 층이 달라서 불편했습니다. 이런 건 다 미리미리 연락을 해야하는지? 호텔 측에서 먼저 고려해서 같은 층을 잡아주셨다면 더할 나위가 없었을 텐데 아쉽네요"
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-6,최고,9.2,평소가던곳이라 좋았습니다,"리뉴얼공사때문에...오전에 너무 쿵쾅쿵쾅....
시끄러웠어요ㅜㅜㅜㅜ"
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-6,만족,6.7,"식사는 맛 좋았고..
된장찌개는 글로벌한 맛이었네요..^^",나띵
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-6,최고,9.2,잠자리 편함,조명조절과 콘센트가 너무 부족합니다 ㅜㅜ
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-6,편하게 잘 쉬었습니다.,7.5,매해마다 투숙했는데 이번 조식에는 대기줄 없이 바로 식사할 수 있어 편했습니다. 화장실 비치 용품에 제대로 준비가 안되어 좀 불편을 격었네요..,객실에서 복도 소음이 다 들렸고 호텔도 오래되서 그런지 가격만큼의 값어치를 못느꼈습니다. 조식도 평이했습니다.
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-6,매우 좋음,8.3,전망 하나로도 충분,너무비용이비쌉니다
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-6,좋음,7.9,"잠자리도 편하고 
한강뿐만 아니라 반짝이는 건물 움직이는 차량들 불빛 하나하나 아름다웠어요. 
33개월 아이가 
엄마 여기 너무 예쁘다며 창문에 붙아 있었네요. ^^
당연한 것이지만 더러 안그런 곳도 있는데
다들 바쁜와중에 한분한분 친절하시고 
편안하게 맞아주셔서 편안하게 있다가 왔어요.","이번엔 차 없이 갔었었는데, 택시를 타고 이동했었어요. 걸어서 호텔에 가기엔 쉽지않을꺼같아요
저녁에 주변 산책을 했었는데, 경리단길 까지 내려갔다가 올라갈때 쪼꼼 힘들었어요 ^^;
그치만 산중턱에 위치한 포지션 때문에 서울전망이 잘 보이니 장점이자 단점인거같아요-"
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-6,강력 추천,9.6,아주아주 좋았습니다. 시설이나 직원 모두,"클럽조식은 아쉬웠네요 먹을것이 별루없어요
예약할때 무료주차 가능하다고 했는데 결제할때 얘기하니 첵크인할때 얘기했어야 한다네요
그럼 체크인할때 물어보던가 기분 별루였어요"
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-6,최고,9.2,전망이 좋아서 기분이 좋아졌습니다. 조식은 다양한 메뉴가 있어 좋았어요. 위치도 이태원에서 근처에 있어서 다양한 즐길거리가 있었습니다. 아이스링크가 있는것도 좋네요. 또 오고싶습니다,룸컨디션..
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-5,만족,6.7,"이태원에서 가까웠고, 남산뷰가 좋았다. 그리고 1층 로비 향이 너무 좋았다.","역시 좋은 호텔이라서 그런지 미니바나 생필품 가격이 너무 비쌉니다
콜라 음료수 1개에 5천원이라니 ... ㅎㄷㄷ 방가격은 괜찮은데 물품가격이 너무 비싸니
외부에서 음식을 사올수 밖에 ㅠㅠ
그리고 외부에서 모임이 있는지는 몰르겠는데 층간소음? 밖에 소음?? 다들려요 ㅠㅠ"
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-5,매우 좋음,8.3,"직원분들 친절하고 너무 잘 쉬다왔네요~~
수영장도 작지만 이용하는데 무리없었어요~","극성수기라고 수영장이용 횟수를 자제하는것은 
아쉽네요!"
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-5,그랸두 하얏트 후기,7.1,깨끗하고 친절해요 !,객실내에 먼지가 좀 많았습니다. 커튼이나 천종류 먼지를 주기적으로 제거해주면 좋을 것 같습니다.
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-5,좋음,7.5,전망,"사람이 많은 성수기라서 수영장 자쿠지가 깨끗하지는 않았지만, 메인 큰 수영장은 자주 물 정화하며 신경쓰시더라구요."
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-5,우수함,8.8,"자고 난 아침에 창문으로 보이는 해돋이가 너무나 아름다워서 행복했어요~^^ 조식은 말할것도 없이 너무 훌륭했구요.
저녁에 먹은 JJ바도 너무 음식이 가격도 저렴하고, 맛있어서 행복한 휴가였습니다~",화장실에서 미미하게 계속 물비린내가 났습니다. 탈취제 뿌려달라고해도 계속 그랬어요.
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-5,좋음,7.1,경치가좋았다,화장실 욕조 실리콘 곰팡이.. 다른곳은 다 괜찮았지만 욕실 시설이 좀 오래되 보였어요
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-4,또 방문할께요~,8.8,위치는 좋고 식사는 대체적으로 만족합니다.,아침식사
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-3,언제나 만족스러운 곳,9.2,"연말 불꽃축제는 잊지 못할 추억거리가 되었다
멋진분들도 만날 수 있어서 좋았다.
음식은 훌륭했습니다.",객실의 방음이 너무 안되요. 복도에서 하는 말 소리가 다 들려요 ㅠㅠㅠㅠㅠㅠㅠㅠㅠ 옆방 티비소리도 들리고 ㅜㅠ
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-3,우수함,8.8,직원분들은 굉장히 친절합니다.,성수기라 사람이 많았고 수영장 한번이용이 아쉬웠구요 화장실에서 오래된 호텔이란걸 느낄수있었어요
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-3,강력 추천,9.6,"전망이 좋고, 리노베이션한 객실이 깔끔해서 좋았어요. 아이동반이라 엑스트라 베드를 세팅 해주시는 섬세한 서비스도 감사했습니다.",옆 객실룸 아이들의시끄러움이 불만입니다.그외는 만족합니다.
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-3,강력 추천,9.6,대체적으로 다 만족하였으나 방음이 조금 약해서 아쉬웠습니다,없습니다~
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-3,강력 추천,9.6,"친절함 깔끔 조식 준수한 수준 
객실리뉴얼중임 참고","예약자체가 3인인데 어메니티는 모두 2인기준으로 준비되어있어서 추가요청을 해야했습니다.
방이 아주 넓진 않습니다.
무료와이파이가 중간중간 끊김있습니다."
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-3,만족,6.7,야경이 멋있구 수영장도 좋아요..,서비스가 별로 아쉽네요...
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-3,매우 좋음,8.3,"위치상 뷰가 좋을꺼라생각해서 비싼 스위트예약했는데...ㅡ.,ㅡ최악이였어요!","한마디로 정말 최악, 방음 하나도 안되는 객실에 한 객실에 4-5명 모여서 술 먹고 시끄럽게 노는데 경찰 불러도 해결 안되는 하얏트 호텔 ^^ 호텔 지배인도 새벽에 시끄럽게 떠들고 놀아도 명분상 제지할 수 없다고 하네요^^ 외부인이 들어와도 출입을 막을 수 없데요~ 2인 예약하고 4-5명 와서 노시길 추천 !!!"
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-2,강력 추천,9.6,잠자리좋았고요 아침식사도 깔끔하고 좋았어요,"욕실의 노후함과
소품이나 비품의 재사용한 듯한 느낌이있어 실망스러웠습니다"
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-2,좋음,7.1,친절한 응대 및 룸서비스 비교적 따뜻했던 수영장,역에서 내려서 걸어가기는 좀 힘드네요..
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-2,강력 추천,9.6,아이가 너무 좋아해서 ㅋㅋ 좋은 기억으로 남습니다.,코로로인해 해피아워 등 내부시설을 이용하지못해 아쉽네요
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-1,투숙객 주차요금 발생,7.5,잠자리도 좋고 온도도 좋고 수압도 좋고 전체적으로 만족스러웠습니다,겨울에 공조장치가 그리 따뜻하지도 않은데 시끄럽기만 오질나게 시끄러워서 잠 설침
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-1,매우 좋음,8.3,"한강전망이여서 야경이 좋았고, 룸 컨디션도 좋았습니다.","손님이 두고간
물건을 몇시간만에 폐기처분햇다고
뇌가 있는이상 버리면 안되는걸 알면서
혹시 두고가셧는데 묻는 전화도 없고
개차반"
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-1,좋음,7.9,"숙소는 깔끔하고 쾌적했지만 공사 중이었어서 한낮엔 소음이 있었습니다. 어서 공사가 끝나길....
무엇보다 그랜드하얏트 서울은 분위기가 좋아요. 테라스 식사도 좋았는데요, 이번에 그랜드 클럽 라운지를 이용해보고 퀄러티에 만족했습니다.",워낙 잘 챙겨주셔서 좋았어요.
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-1,쉬러 갔는데 쉬지 못해 아쉬웠습니다.,7.5,"호텔의 서비스에 매우 만족하였습니다
직원분들의 친절함이 호텔 분위기를 만드는거 같았습니다
체크인 아웃이 편리하였고
조식도 매우 만족스러웠습니다",방이 좀 건조했어요~~
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-1,강력 추천,9.6,안락하고 이쁜 뷰~,조식 자리 위치가 거리두기가 전혀 이행되지 않은 점은 좀 아쉽습니다
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-1,좋음,7.9,굳 홈,"아침 식사를 하러 갔는데, 두 가지 실망 포인트가 있었습니다. 첫 번째는 직원의 태도. 두 번째 아침 식사의 퀄리티. 자리 안내도 불친절하셨고, 식사를 시작하지도 않았는데 커피를 시키라고 하는 것, 식사 후 마시려고 보니 다 식었어요. 빨리 나가라고 하는 것 같더군요. 조식도 메뉴 측면에서 아주 형편없었습니다.
룸서비스를 시켰을 때는, 룸서비스를 해주시는 분의 복장과 태도가 엉망이었습니다. 잔이 없다고 하니 물잔을 가리키시더니, 이걸로 마시면 되지 않냐고 하시더군요. 주류를 주문했는데 물잔에 따라 마셨습니다."
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2018-12,강력 추천,9.6,서비스도 친절하고 만족했습니다.,욕조가 없어서 아쉬움
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2019-1,좋음,7.5,"침구가 너무 편안했습니다.
직원분들도 엄청 친절하시구요. 
일출과 야경이 매우 좋았습니다.","서울에 있는 5성급은 다가본듯하지만 이정도 금액을 지불할만큼의 컨디션은 아니라 생각됩니다.
방음도 옆방 사람의 대화소리가 들렸습니다...."
호텔 그랜드 하얏트 서울,"서울, 용산구 소월로 322",8.1,2018-12,만족,6.7,직원이 친절해서 좋았습니다. 특급호텔에 비해 어메니티가 너무 부실했습니다.,"수건에 흙탕물 같은 것이 묻어있으머, 침대 이불 겉면이 밀려나니 속이불이 새까맣더라구요.. 아침에 퇴실 전에 확인한 부분이라 샤워후 사용했던 수건도, 밤새 덮고 잤던 이불도 너무 찝찝했습니다."
